ID,name,code,descr,isDefaultBudgetHead,isBudgetValidation,childType,parent_ID,resourceType_code,ResourceHierarchy_ID,LimitedDescendantCount,DistanceFromRoot,DrillState,Matched,MatchedDescendantCount,createdAt,createdBy,modifiedAt,modifiedBy
52fded05-dce0-42f9-b091-70a621c4e60,GENERAL MATERIAL,100000000001,GENERAL MATERIAL,,,,9962f8a2-e6cc-4782-854f-16e864d4a2d4,MT,fca287f3-49cf-41a6-98f1-549979f6de38,,,,,,2026-04-01T07:12:56.321311100Z,anonymous,2026-04-01T07:12:56.321311100Z,anonymous
8f0f7c2c-4b6d-4e55-9e6c-9c0d8b7a2f41,GENERAL MATERIAL,100000000004,GENERAL MATERIAL,,,,9962f8a2-e6cc-4782-854f-16e864d4a2d4,AT,fca287f3-49cf-41a6-98f1-549979f6de38,,,,,,2026-04-01T07:12:56.321311100Z,anonymous,2026-04-01T07:12:56.321311100Z,anonymous
d3a9b1e7-6f92-42c8-a54e-1f7b3d9c8e25,GENERAL MATERIAL,100000000005,GENERAL MATERIAL,,,,9962f8a2-e6cc-4782-854f-16e864d4a2d4,MP,fca287f3-49cf-41a6-98f1-549979f6de38,,,,,,2026-04-01T07:12:56.321311100Z,anonymous,2026-04-01T07:12:56.321311100Z,anonymous
19649687-4ef7-4dd8-8238-e4ac1ade61d4,ALUM PROF P231551 6061 3.30 140MM,10010100010007,ALUM PROF P231551 6061 3.30 140MM,,,,0ed89268-0c3d-4efd-9ec5-0d54eb8ebc76,MT,cbdaa5b6-b10a-47e6-9a7c-74f568ff54ae,,,,,,2026-04-01T07:12:35.031665100Z,anonymous,2026-04-01T07:12:35.031665100Z,anonymous
212ac9af-e645-41e4-900a-b6b76eacaf7c,ALUM FLAG POLE 6M HEIGHT,10010100010005,ALUM FLAG POLE 6M HEIGHT,,,,7fa66990-17d9-46eb-abb4-e35688ef7e62,MT,fca287f3-49cf-41a6-98f1-549979f6de38,,,,,,2026-04-01T07:12:56.331659700Z,anonymous,2026-04-01T07:12:56.331659700Z,anonymous
22fe3264-e12a-458b-bd1c-d7f8e08bc378,ALUM PROF P231551 6061 4.80 140MM,10010100010011,ALUM PROF P231551 6061 4.80 140MM,,,,0ed89268-0c3d-4efd-9ec5-0d54eb8ebc76,MT,cbdaa5b6-b10a-47e6-9a7c-74f568ff54ae,,,,,,2026-04-01T07:12:35.036796200Z,anonymous,2026-04-01T07:12:35.036796200Z,anonymous
245e3bc4-d6c1-4a20-b829-56a852714cdb,MATERIAL LUMSUM,1000,MATERIAL LUMSUM,,,,ecaf2df8-7c8e-45c5-832e-bf1e6c0c959c,,fca287f3-49cf-41a6-98f1-549979f6de38,,,,,,2026-04-01T07:12:56.317898900Z,anonymous,2026-04-01T07:12:56.317898900Z,anonymous
2f3bc2d1-3840-47d7-bfa1-80bdb824ef21,ALUM SHEET 4X8 0.5MM,10010100010032,ALUM SHEET 4X8 0.5MM,,,,0ed89268-0c3d-4efd-9ec5-0d54eb8ebc76,MT,cbdaa5b6-b10a-47e6-9a7c-74f568ff54ae,,,,,,2026-04-01T07:12:35.052536600Z,anonymous,2026-04-01T07:12:35.052536600Z,anonymous
30900619-d604-4f60-9c35-9a7a5072f2b7,ALUM PROF P332551 6061 6.10 LEN,10010100010017,ALUM PROF P332551 6061 6.10 LEN,,,,0ed89268-0c3d-4efd-9ec5-0d54eb8ebc76,MT,cbdaa5b6-b10a-47e6-9a7c-74f568ff54ae,,,,,,2026-04-01T07:12:35.042776Z,anonymous,2026-04-01T07:12:35.042776Z,anonymous
32094546-ee3b-46e2-ac75-9825fd4dd9c4,ALUM PROF S44002G4 LEN 6300 SDF7022,10010100010029,ALUM PROF S44002G4 LEN 6300 SDF7022,,,,0ed89268-0c3d-4efd-9ec5-0d54eb8ebc76,MT,cbdaa5b6-b10a-47e6-9a7c-74f568ff54ae,,,,,,2026-04-01T07:12:35.052536600Z,anonymous,2026-04-01T07:12:35.052536600Z,anonymous
395c879d-94ea-49be-a3d7-81cdc948a589,ALUMINUM ACCESS PANEL,10010100010001,ALUMINUM ACCESS PANEL,,,,0ed89268-0c3d-4efd-9ec5-0d54eb8ebc76,MT,cbdaa5b6-b10a-47e6-9a7c-74f568ff54ae,,,,,,2026-04-01T07:12:35.027767200Z,anonymous,2026-04-01T07:12:35.027767200Z,anonymous
3aefbade-9e85-49d2-b744-f1a4eea95900,ALUM PROF P231551 6061 3.90 140MM,10010100010009,ALUM PROF P231551 6061 3.90 140MM,,,,7fa66990-17d9-46eb-abb4-e35688ef7e62,MT,fca287f3-49cf-41a6-98f1-549979f6de38,,,,,,2026-04-01T07:12:56.334806600Z,anonymous,2026-04-01T07:12:56.334806600Z,anonymous
3bf8e3fa-d789-42cd-b291-de05b3b9d01e,MATERIAL LUMSUM,1000000000,MATERIAL LUMSUM,,,,e190a9b3-e4cd-459c-9933-fffc1ce19952,,cbdaa5b6-b10a-47e6-9a7c-74f568ff54ae,,,,,,2026-04-01T07:12:35.019840800Z,anonymous,2026-04-01T07:12:35.019840800Z,anonymous
3ed26b07-cf5e-47ad-ab9a-9119dec64465,ALUM PROF P332551 6061 6.00 LEN,10010100010016,ALUM PROF P332551 6061 6.00 LEN,,,,7fa66990-17d9-46eb-abb4-e35688ef7e62,MT,fca287f3-49cf-41a6-98f1-549979f6de38,,,,,,2026-04-01T07:12:56.339146800Z,anonymous,2026-04-01T07:12:56.339146800Z,anonymous
411313bb-ed6d-4c95-9efe-7a84008e6d1d,ALUMINUM MATERIAL,1001,ALUMINUM MATERIAL,,,,c427b305-62b8-458f-9e4c-1deecfc088e5,,cbdaa5b6-b10a-47e6-9a7c-74f568ff54ae,,,,,,2026-04-01T07:12:35.024145400Z,anonymous,2026-04-01T07:12:35.024145400Z,anonymous
41bbac38-6775-419b-a45e-f9abfea7bd0b,ALUM PROF S44002G4 LEN 6300 SDF7022,10010100010029,ALUM PROF S44002G4 LEN 6300 SDF7022,,,,7fa66990-17d9-46eb-abb4-e35688ef7e62,MT,fca287f3-49cf-41a6-98f1-549979f6de38,,,,,,2026-04-01T07:12:56.349133400Z,anonymous,2026-04-01T07:12:56.349133400Z,anonymous
42bd8828-33cd-4799-9139-f9e6d060d1f8,ALUM PROF S44002G4 LEN 5300 SDF7022,10010100010028,ALUM PROF S44002G4 LEN 5300 SDF7022,,,,0ed89268-0c3d-4efd-9ec5-0d54eb8ebc76,MT,cbdaa5b6-b10a-47e6-9a7c-74f568ff54ae,,,,,,2026-04-01T07:12:35.052536600Z,anonymous,2026-04-01T07:12:35.052536600Z,anonymous
458e261d-1149-4444-bd7b-32c9711ac794,ALUM PROF P332551 6061 4.70 LEN,10010100010026,ALUM PROF P332551 6061 4.70 LEN,,,,0ed89268-0c3d-4efd-9ec5-0d54eb8ebc76,MT,cbdaa5b6-b10a-47e6-9a7c-74f568ff54ae,,,,,,2026-04-01T07:12:35.052536600Z,anonymous,2026-04-01T07:12:35.052536600Z,anonymous
467fd0ad-04fe-4473-bfb5-42877f720151,ALUM PROF P332551 6061 5.20 LEN,10010100010019,ALUM PROF P332551 6061 5.20 LEN,,,,0ed89268-0c3d-4efd-9ec5-0d54eb8ebc76,MT,cbdaa5b6-b10a-47e6-9a7c-74f568ff54ae,,,,,,2026-04-01T07:12:35.045392900Z,anonymous,2026-04-01T07:12:35.045392900Z,anonymous
46a83949-94b2-4e8f-ad83-0459fb7b7394,ALUM PROF P332551 6061 2.70 LEN,10010100010018,ALUM PROF P332551 6061 2.70 LEN,,,,7fa66990-17d9-46eb-abb4-e35688ef7e62,MT,fca287f3-49cf-41a6-98f1-549979f6de38,,,,,,2026-04-01T07:12:56.340153Z,anonymous,2026-04-01T07:12:56.340153Z,anonymous
4c4e217f-b966-4500-be50-39f21ff8c8a5,ALUM PROF P332551 6061 3.06 LEN,10010100010022,ALUM PROF P332551 6061 3.06 LEN,,,,0ed89268-0c3d-4efd-9ec5-0d54eb8ebc76,MT,cbdaa5b6-b10a-47e6-9a7c-74f568ff54ae,,,,,,2026-04-01T07:12:35.047516500Z,anonymous,2026-04-01T07:12:35.047516500Z,anonymous
528cbd0c-6fdc-49a6-a6ca-f58c2ad0597e,ALUM PROF P332551 6061 5.40 LEN,10010100010015,ALUM PROF P332551 6061 5.40 LEN,,,,0ed89268-0c3d-4efd-9ec5-0d54eb8ebc76,MT,cbdaa5b6-b10a-47e6-9a7c-74f568ff54ae,,,,,,2026-04-01T07:12:35.039055900Z,anonymous,2026-04-01T07:12:35.039055900Z,anonymous
53aea2cb-fc53-4995-a69c-9127f32056f6,ALUM PROF P332551 6061 5.40 LEN,10010100010015,ALUM PROF P332551 6061 5.40 LEN,,,,7fa66990-17d9-46eb-abb4-e35688ef7e62,MT,fca287f3-49cf-41a6-98f1-549979f6de38,,,,,,2026-04-01T07:12:56.339146800Z,anonymous,2026-04-01T07:12:56.339146800Z,anonymous
5b905218-a624-481a-a45f-0e773ae55baa,ALUM PROF P231551 6061 4.80 140MM,10010100010011,ALUM PROF P231551 6061 4.80 140MM,,,,7fa66990-17d9-46eb-abb4-e35688ef7e62,MT,fca287f3-49cf-41a6-98f1-549979f6de38,,,,,,2026-04-01T07:12:56.336031Z,anonymous,2026-04-01T07:12:56.336031Z,anonymous
5d6af67a-07cd-4b98-afb5-703635831d34,ALUM SHEET 1X6MTR 0.5MM THK,10010100010031,ALUM SHEET 1X6MTR 0.5MM THK,,,,0ed89268-0c3d-4efd-9ec5-0d54eb8ebc76,MT,cbdaa5b6-b10a-47e6-9a7c-74f568ff54ae,,,,,,2026-04-01T07:12:35.052536600Z,anonymous,2026-04-01T07:12:35.052536600Z,anonymous
609117e2-186e-4bfa-9b96-63d997fd2d5d,ALUM PROF P231551 6061 6.00 140MM,10010100010013,ALUM PROF P231551 6061 6.00 140MM,,,,0ed89268-0c3d-4efd-9ec5-0d54eb8ebc76,MT,cbdaa5b6-b10a-47e6-9a7c-74f568ff54ae,,,,,,2026-04-01T07:12:35.039055900Z,anonymous,2026-04-01T07:12:35.039055900Z,anonymous
66244516-107f-4dd4-8d40-db2b650e3c82,ALUM PROF P332551 6061 3.06 LEN,10010100010022,ALUM PROF P332551 6061 3.06 LEN,,,,7fa66990-17d9-46eb-abb4-e35688ef7e62,MT,fca287f3-49cf-41a6-98f1-549979f6de38,,,,,,2026-04-01T07:12:56.342291700Z,anonymous,2026-04-01T07:12:56.342291700Z,anonymous
6bfc7949-e0a3-4949-80ea-2e77d5557149,ALUM PROF P332551 6061 2.34 140MM,10010100010020,ALUM PROF P332551 6061 2.34 140MM,,,,0ed89268-0c3d-4efd-9ec5-0d54eb8ebc76,MT,cbdaa5b6-b10a-47e6-9a7c-74f568ff54ae,,,,,,2026-04-01T07:12:35.045392900Z,anonymous,2026-04-01T07:12:35.045392900Z,anonymous
6e6e6c31-4a4d-40ab-83ab-2225a3a1af44,ALUM CORR SHEET 0.5MM 3.6M 80CM,10010100010003,ALUM CORR SHEET 0.5MM 3.6M 80CM,,,,0ed89268-0c3d-4efd-9ec5-0d54eb8ebc76,MT,cbdaa5b6-b10a-47e6-9a7c-74f568ff54ae,,,,,,2026-04-01T07:12:35.028854900Z,anonymous,2026-04-01T07:12:35.028854900Z,anonymous
757ffa80-488a-4e6a-9117-b8218a50e82a,ALUM PROF P231551 6061 3.90 140MM,10010100010009,ALUM PROF P231551 6061 3.90 140MM,,,,0ed89268-0c3d-4efd-9ec5-0d54eb8ebc76,MT,cbdaa5b6-b10a-47e6-9a7c-74f568ff54ae,,,,,,2026-04-01T07:12:35.035324800Z,anonymous,2026-04-01T07:12:35.035324800Z,anonymous
7b5205db-b563-4a99-8043-cb1298d96c0e,ALUM PROF P332551 6061 3.00 LEN,10010100010021,ALUM PROF P332551 6061 3.00 LEN,,,,0ed89268-0c3d-4efd-9ec5-0d54eb8ebc76,MT,cbdaa5b6-b10a-47e6-9a7c-74f568ff54ae,,,,,,2026-04-01T07:12:35.047516500Z,anonymous,2026-04-01T07:12:35.047516500Z,anonymous
7fa66990-17d9-46eb-abb4-e35688ef7e62,ALUMINUM MATERIAL,1001010001,ALUMINUM MATERIAL,,,,b1a929b8-5e87-4a33-89e4-cfba68ced04e,,fca287f3-49cf-41a6-98f1-549979f6de38,,,,,,2026-04-01T07:12:56.325422800Z,anonymous,2026-04-01T07:12:56.325422800Z,anonymous
7fdcba33-42ea-4d5d-a130-4b98bf30c128,SUNDRY HEAD,100000000002,SUNDRY HEAD,,,,3bf8e3fa-d789-42cd-b291-de05b3b9d01e,MT,cbdaa5b6-b10a-47e6-9a7c-74f568ff54ae,,,,,,2026-04-01T07:12:35.021959Z,anonymous,2026-04-01T07:12:35.021959Z,anonymous
80c2eb9f-2835-4edb-b3f1-a6ed4a1333c9,ALUM PROF S44002G4 LEN 5300 SDF7022,10010100010028,ALUM PROF S44002G4 LEN 5300 SDF7022,,,,7fa66990-17d9-46eb-abb4-e35688ef7e62,MT,fca287f3-49cf-41a6-98f1-549979f6de38,,,,,,2026-04-01T07:12:56.348128100Z,anonymous,2026-04-01T07:12:56.348128100Z,anonymous
8a8fe7ca-051c-4578-8201-b39017cfff2d,GENERAL MATERIAL,100000000001,GENERAL MATERIAL,,,,3bf8e3fa-d789-42cd-b291-de05b3b9d01e,MT,cbdaa5b6-b10a-47e6-9a7c-74f568ff54ae,,,,,,2026-04-01T07:12:35.020950900Z,anonymous,2026-04-01T07:12:35.020950900Z,anonymous
8f8b94e8-9e30-4dc3-87c4-9c6cefbe2e8a,ALUM PROF P332551 6061 4.20 LEN,10010100010025,ALUM PROF P332551 6061 4.20 LEN,,,,7fa66990-17d9-46eb-abb4-e35688ef7e62,MT,fca287f3-49cf-41a6-98f1-549979f6de38,,,,,,2026-04-01T07:12:56.345791100Z,anonymous,2026-04-01T07:12:56.345791100Z,anonymous
8fb74066-e770-492f-8092-e252a64e3e2d,ALUM PROF RIDGE 0.5MM SINGLE SKIN,10010100010027,ALUM PROF RIDGE 0.5MM SINGLE SKIN,,,,0ed89268-0c3d-4efd-9ec5-0d54eb8ebc76,MT,cbdaa5b6-b10a-47e6-9a7c-74f568ff54ae,,,,,,2026-04-01T07:12:35.052536600Z,anonymous,2026-04-01T07:12:35.052536600Z,anonymous
901f2a2e-abc4-454b-baee-fc4f5d33b746,ALUM PROF S44003 LEN 6500 SDF7022,10010100010030,ALUM PROF S44003 LEN 6500 SDF7022,,,,7fa66990-17d9-46eb-abb4-e35688ef7e62,MT,fca287f3-49cf-41a6-98f1-549979f6de38,,,,,,2026-04-01T07:12:56.350132600Z,anonymous,2026-04-01T07:12:56.350132600Z,anonymous
9597d668-75ac-4cd0-a6f3-35eb771cc601,ALUM CORR SHEET MILL FIN 0.8X3.6,10010100010004,ALUM CORR SHEET MILL FIN 0.8X3.6,,,,7fa66990-17d9-46eb-abb4-e35688ef7e62,MT,fca287f3-49cf-41a6-98f1-549979f6de38,,,,,,2026-04-01T07:12:56.330653400Z,anonymous,2026-04-01T07:12:56.330653400Z,anonymous
97530376-5392-478a-8284-fe7534687915,ALUM PROF P332551 6061 3.00 LEN,10010100010021,ALUM PROF P332551 6061 3.00 LEN,,,,7fa66990-17d9-46eb-abb4-e35688ef7e62,MT,fca287f3-49cf-41a6-98f1-549979f6de38,,,,,,2026-04-01T07:12:56.342291700Z,anonymous,2026-04-01T07:12:56.342291700Z,anonymous
9962f8a2-e6cc-4782-854f-16e864d4a2d4,MATERIAL LUMSUM,1000000000,MATERIAL LUMSUM,,,,d572d2ee-e22c-4b5a-ab16-00c875c09beb,,fca287f3-49cf-41a6-98f1-549979f6de38,,,,,,2026-04-01T07:12:56.320302300Z,anonymous,2026-04-01T07:12:56.320302300Z,anonymous
9ae18de6-5bb6-492e-9d59-dc0e5431ee0e,OPEN BAL DIFF,100000000003,OPEN BAL DIFF,,,,9962f8a2-e6cc-4782-854f-16e864d4a2d4,GL,fca287f3-49cf-41a6-98f1-549979f6de38,,,,,,2026-04-01T07:12:56.323481100Z,anonymous,2026-04-01T07:12:56.323481100Z,anonymous
9b5c8646-382a-48d9-8845-8e9e6af0f2e7,ALUM PROF P332551 6061 2.70 LEN,10010100010018,ALUM PROF P332551 6061 2.70 LEN,,,,0ed89268-0c3d-4efd-9ec5-0d54eb8ebc76,MT,cbdaa5b6-b10a-47e6-9a7c-74f568ff54ae,,,,,,2026-04-01T07:12:35.042776Z,anonymous,2026-04-01T07:12:35.042776Z,anonymous
9dfaef30-36d8-4987-969d-25464abfd2ed,ALUM PROF P332551 6061 2.34 140MM,10010100010020,ALUM PROF P332551 6061 2.34 140MM,,,,7fa66990-17d9-46eb-abb4-e35688ef7e62,MT,fca287f3-49cf-41a6-98f1-549979f6de38,,,,,,2026-04-01T07:12:56.342291700Z,anonymous,2026-04-01T07:12:56.342291700Z,anonymous
9e5529d3-dad9-445d-95ad-3763d6b22116,ALUM PROF P231551 6061 4.20 140MM,10010100010010,ALUM PROF P231551 6061 4.20 140MM,,,,7fa66990-17d9-46eb-abb4-e35688ef7e62,MT,fca287f3-49cf-41a6-98f1-549979f6de38,,,,,,2026-04-01T07:12:56.336031Z,anonymous,2026-04-01T07:12:56.336031Z,anonymous
a38ece49-5010-4bf4-aa38-61c72f23f508,ALUM PROF P231551 6061 3.00 140MM,10010100010006,ALUM PROF P231551 6061 3.00 140MM,,,,7fa66990-17d9-46eb-abb4-e35688ef7e62,MT,fca287f3-49cf-41a6-98f1-549979f6de38,,,,,,2026-04-01T07:12:56.332779600Z,anonymous,2026-04-01T07:12:56.332779600Z,anonymous
a5ff59f4-c1f5-4f2f-9092-fa697bedd8df,ALUM SHEET 4X8 0.5MM,10010100010032,ALUM SHEET 4X8 0.5MM,,,,7fa66990-17d9-46eb-abb4-e35688ef7e62,MT,fca287f3-49cf-41a6-98f1-549979f6de38,,,,,,2026-04-01T07:12:56.351137700Z,anonymous,2026-04-01T07:12:56.351137700Z,anonymous
a769179b-4492-4ec9-bbac-eb6a6b407722,ALUM PROF P231551 6061 3.60 140MM,10010100010008,ALUM PROF P231551 6061 3.60 140MM,,,,7fa66990-17d9-46eb-abb4-e35688ef7e62,MT,fca287f3-49cf-41a6-98f1-549979f6de38,,,,,,2026-04-01T07:12:56.334806600Z,anonymous,2026-04-01T07:12:56.334806600Z,anonymous
a9157628-932b-4641-a2d2-46a7f0e4b37f,ALUM PROF P231551 6061 3.60 140MM,10010100010008,ALUM PROF P231551 6061 3.60 140MM,,,,0ed89268-0c3d-4efd-9ec5-0d54eb8ebc76,MT,cbdaa5b6-b10a-47e6-9a7c-74f568ff54ae,,,,,,2026-04-01T07:12:35.031665100Z,anonymous,2026-04-01T07:12:35.031665100Z,anonymous
a97af429-c7f9-44d0-b8ff-bfd984efbd16,ALUM PROF P332551 6061 3.30 LEN,10010100010023,ALUM PROF P332551 6061 3.30 LEN,,,,7fa66990-17d9-46eb-abb4-e35688ef7e62,MT,fca287f3-49cf-41a6-98f1-549979f6de38,,,,,,2026-04-01T07:12:56.343795900Z,anonymous,2026-04-01T07:12:56.343795900Z,anonymous
aad35e07-5aa9-4ece-b483-9ff6e848fcee,ALUM SHEET 4X8 0.65MM,10010100010033,ALUM SHEET 4X8 0.65MM,,,,7fa66990-17d9-46eb-abb4-e35688ef7e62,MT,fca287f3-49cf-41a6-98f1-549979f6de38,,,,,,2026-04-01T07:12:56.352162900Z,anonymous,2026-04-01T07:12:56.352162900Z,anonymous
b1a929b8-5e87-4a33-89e4-cfba68ced04e,ALUMINUM MATERIAL,100101,ALUMINUM MATERIAL,,,,ea2f27af-52d2-43ce-b3fd-49c3e655ed6c,,fca287f3-49cf-41a6-98f1-549979f6de38,,,,,,2026-04-01T07:12:56.325422800Z,anonymous,2026-04-01T07:12:56.325422800Z,anonymous
b27d63e2-3f46-45a6-b943-c155cfa4378b,ALUM PROF P332551 6061 4.20 LEN,10010100010025,ALUM PROF P332551 6061 4.20 LEN,,,,0ed89268-0c3d-4efd-9ec5-0d54eb8ebc76,MT,cbdaa5b6-b10a-47e6-9a7c-74f568ff54ae,,,,,,2026-04-01T07:12:35.052536600Z,anonymous,2026-04-01T07:12:35.052536600Z,anonymous
b69fd2c4-2dc3-462f-a04d-a5b392629fed,SUNDRY HEAD,100000000002,SUNDRY HEAD,,,,9962f8a2-e6cc-4782-854f-16e864d4a2d4,MT,fca287f3-49cf-41a6-98f1-549979f6de38,,,,,,2026-04-01T07:12:56.322341100Z,anonymous,2026-04-01T07:12:56.322341100Z,anonymous
be347fbf-39bd-454a-93d8-7a6b58d9a30a,ALUM PROF P231551 6061 3.00 140MM,10010100010006,ALUM PROF P231551 6061 3.00 140MM,,,,0ed89268-0c3d-4efd-9ec5-0d54eb8ebc76,MT,cbdaa5b6-b10a-47e6-9a7c-74f568ff54ae,,,,,,2026-04-01T07:12:35.031665100Z,anonymous,2026-04-01T07:12:35.031665100Z,anonymous
c22587d3-1b11-4686-9f5b-42fce4e2b7a8,ALUM PROF P332551 6061 3.30 LEN,10010100010023,ALUM PROF P332551 6061 3.30 LEN,,,,0ed89268-0c3d-4efd-9ec5-0d54eb8ebc76,MT,cbdaa5b6-b10a-47e6-9a7c-74f568ff54ae,,,,,,2026-04-01T07:12:35.050106Z,anonymous,2026-04-01T07:12:35.050106Z,anonymous
c369ca84-40bf-4c3a-bd90-f9ae58558e51,ALUM PROF P332551 6061 6.00 LEN,10010100010016,ALUM PROF P332551 6061 6.00 LEN,,,,0ed89268-0c3d-4efd-9ec5-0d54eb8ebc76,MT,cbdaa5b6-b10a-47e6-9a7c-74f568ff54ae,,,,,,2026-04-01T07:12:35.042776Z,anonymous,2026-04-01T07:12:35.042776Z,anonymous
c427b305-62b8-458f-9e4c-1deecfc088e5,Material,10,Material,,,,,,cbdaa5b6-b10a-47e6-9a7c-74f568ff54ae,,,,,,2026-04-01T07:12:34.984442200Z,anonymous,2026-04-01T07:12:34.984442200Z,anonymous
c467502e-8b1c-4e44-a0e8-5b2a0478dda4,ALUM PROF P332551 6061 3.60 LEN,10010100010024,ALUM PROF P332551 6061 3.60 LEN,,,,0ed89268-0c3d-4efd-9ec5-0d54eb8ebc76,MT,cbdaa5b6-b10a-47e6-9a7c-74f568ff54ae,,,,,,2026-04-01T07:12:35.050106Z,anonymous,2026-04-01T07:12:35.050106Z,anonymous
c5f8cef0-48ad-48b3-a251-dcc8ef86efa7,ALUM CORR SHEET MILL FIN 0.8X3.6,10010100010004,ALUM CORR SHEET MILL FIN 0.8X3.6,,,,0ed89268-0c3d-4efd-9ec5-0d54eb8ebc76,MT,cbdaa5b6-b10a-47e6-9a7c-74f568ff54ae,,,,,,2026-04-01T07:12:35.030335700Z,anonymous,2026-04-01T07:12:35.030335700Z,anonymous
